"Date","Price","Open","High","Low","Vol.","Change %"
"06/30/2020","3.064","3.070","3.094","2.995","21.81M","-0.58%"
"07/01/2020","3.008","3.065","3.096","2.975","20.19M","-1.83%"
"07/02/2020","3.227","3.054","3.258","3.045","31.44M","7.28%"
"07/03/2020","3.147","3.227","3.242","3.123","15.33M","-2.48%"
"07/06/2020","3.307","3.259","3.369","3.256","22.84M","5.08%"
"07/07/2020","3.226","3.263","3.283","3.207","13.73M","-2.45%"
"07/08/2020","3.119","3.187","3.196","3.106","16.94M","-3.32%"
"07/09/2020","3.075","3.149","3.165","3.060","13.38M","-1.41%"
"07/10/2020","3.146","3.047","3.162","3.026","14.64M","2.31%"
"07/13/2020","3.205","3.210","3.233","3.150","12.12M","1.88%"
"07/14/2020","3.169","3.179","3.207","3.117","21.83M","-1.12%"
"07/15/2020","3.250","3.205","3.283","3.109","25.05M","2.56%"
"07/16/2020","3.262","3.250","3.283","3.216","18.98M","0.37%"
"07/17/2020","3.216","3.263","3.265","3.178","25.21M","-1.41%"
"07/20/2020","3.194","3.204","3.205","3.133","21.22M","-0.68%"
